text,label
taxes collected from the legal sale of marijuana could support important public programs,cannabis
Journalism should be subsidized to ensure that the news reported is objective and full of facts as opposed to the subjective views that can be posted by anyone on social media.,journalism
it would not be possible to portray society realistically if child actors are banned because children are an important part of many dramas,the use of child actors
"school uniforms prevent students from wearing offensive, revealing, and otherwise distracting clothing to school.",the use of school uniform
"although sometimes considered a brutal place, suspected terrorists can be questioned somewhere they can't possibly escape from or be rescued from, potentially opening up new lines of investigation.",guantanamo bay detention camp
sex selection can cause an over abundance of one sex over the other.,sex selection
the general use of cannabis will be abused and become a risk to the public,cannabis
"it would be a huge step backwards, essentially telling the lgbt community not to have ""pride"" in who they are anymore",cancel pride parades
"ideas can not be owned or regulated, therefore they do not belong to a singular person",intellectual property rights
"banning cosmetic surgery would prevent people with serious body-image problems from getting help. if someone wants this surgery to feel good about themselves, then it should be their decision.",cosmetic surgery
autonomous cars would be a big help to the elderly and disabled.,the development of autonomous cars
"three-strikes laws have been proven to lower crime rates, since they act as an excellent deterrent to unlawful behaviour across the spectrum.",the three-strikes laws
student loans should be subsidized so people don't have to sacrifice just to get an education.,student loans
"the flag is a national symbol and these must be respected. any act against the flag, especially the burning of flags, should be prohibited since it is an act of violence",flag burning
marriage is an expensive and outdated institution that has failed to keep up with changing societal norms.,marriage
social media helps people voice their opinion.,social media
so many people could use cannabis for pain relief that to legalize it is the only sensible option.,cannabis
mandatory retirement is age discrimination,retirement
huge mandatory sentences for three minor offenses make neither economic or judicial sense. the huge cost of incarceration is unjustified. judicially the sentence should fit the crime and not be draconian.,the three-strikes laws
"cosmetic surgery helps correct facial defects in children, giving them the chance at a normal life.",cosmetic surgery
Human cloning could cause major genetic mutations over a period of time.,human cloning
we should legalize organ trade because it will lower the risk of selling on the black market and can help those in need,organ trade
"Because nuclear weapons kill indiscriminately and inevitably harm civilians, they can never be used as a legitimate or just weapon of war.",the abolition of nuclear weapons
school uniforms do not allow kids to express themselves through their clothes,the use of school uniform
"by doing away with nuclear weapons, we can make the world safer from war and accidental explosions.",the abolition of nuclear weapons
surrogacy often involves exploitation of surrogates from poor and developing countries,surrogacy
the guantanamo bay camp is inhumane,guantanamo bay detention camp
mandatory retirement is age discrimination and shouldn't be allowed to happen.,retirement
zero-tolerance policies in schools may result in rash punishments for a misunderstanding.,zero-tolerance policy in schools
"in order that gender-neutral people feel comfortable and not exluded from society, gender-neutral language should be adopted.",gender-neutral language
Prostitution is no different from any other job in level of exploitation. Just because it exploits sexuality instead of strength or intellect doesn't mean it should be regulated differently.,prostitution
the vow of celibacy is critical to the principles of religion and honor.,the vow of celibacy
the olympic games brings people all over the world together in peace,the olympic games
Dangerous terrorists who are really hard to catch cause lot of destruction and deaths. Only targeted killing can save us from more deaths caused by them,targeted killing
whaling is inhumane and can lead to extinction of the whale population.,whaling
payday loans are just a crooked way of putting people further into debt in a way that's nearly impossible to recover from.,payday loans
we should end mandatory retirement because no one has the right to tell another person when they have to stop working. it is an individual's choice and should be left up to them when they wish to call it quits.,retirement
holocaust denial should be a offence as this was a heinous act that was committed against the jews and its deeply offensive for the jewish community that some people deny it occurred.,holocaust denial
we should abolish capital punishment because sometimes people are wrongfully accused and once dead cannot bring them back so life in prison is better,capital punishment
private military companies can easily be swayed by money; what's to stop them from acting as double agents?,private military companies
Subsidizing vocational education will lead to it becoming as esoteric and non-productive as liberal arts education.,vocational education
it allows couples to have children who can't have them on their own.,surrogacy
it creates congestion and pollution,fight urbanization
we should definitely ban cosmetic surgery for minors because a minor's body is still developing and a minor is too young to make this type of decision.,cosmetic surgery for minors
"Legalizing entrapment would further decrease trust in the police, because now police are not just there to protect and investigate crime, but also to target civilians so that they can increase arrests.",entrapment
"urbanization is good because it means society can concentrate services - such as hospitals - in one place, thus reducing costs.",fight urbanization
"if a person needs money between paydays for important things such as medical care, they should be able to take out a payday loan.",payday loans
vow of celibacy is not fair to put on any human being because everyone has sexual urges which means the priests can commit evil acts of sex on minors. it should be abandoned.,the vow of celibacy
"Detainees at Guanatanamo Bay have been forced to endure cruel and humiliating treatment, such as waterboarding, sleep deprivation, and other physical abuse.",guantanamo bay detention camp
payday loans should not be banned because they do help people receive money that they desperately need.,payday loans
intellectual property rights should be abolished because it allows one person to dominate a field when all they did was come up with an idea before someone else did.,intellectual property rights
the three-strikes law promotes less crime because people know they will really be in trouble after 3.,the three-strikes laws
adopting an austerity regime is the best way to reduce the budget deficits we currently are faced with,austerity regime
zoos provide safe environments for children to learn about animals without having to worry about their safety from wild animals,zoos
we should not legalize cannabis since it is a mood-altering drug that may lead younger people into trying more drugs.,cannabis
autonomous cars can have benefits such as allowing anyone to travel inside a car such as disabled and vulnerable people who others would not be able to get to other places.,the development of autonomous cars
the use of school uniforms makes it hard for students to show their individuality and they are more expensive than clothes bought at the store,the use of school uniform
guantanamo bay treats the prisoners barbarically; it must be closed down,guantanamo bay detention camp
what people do in the privacy of their own home should be their own business. if people want to be polygamous then they should be allowed to.,polygamy
"collectivism is a facet of socialism, communism, etc. and eliminates individual worth",collectivism
"Targeted killing is state-sponsored murder; instead, enemy combatants should be arrested and brought to trial if possible.",targeted killing
intelligence tests are unfair for students who cannot perform under stress or have other test-related fears,intelligence tests
the olympic games consume too much time and money for unnecessary fanfare,the olympic games
Helping someone to commit suicide is no different than murder and needs to be a criminal offence. Life is sacred and must always be seen as such.,assisted suicide
intellectual property rights should be abolished because they hold others back from discovery and creativity,intellectual property rights
mandatory retirement allows job markets to be cleared of those that should be retired because of slowing of the cognitive processes associated with old age letting in younger job seekers.,retirement
homeschooling prevents kids from having social relationships with others in their age group,homeschooling
subsidizing student loans would help more students to be able to afford college,student loans
urbanization destroys valuable green space and contributes to the planet's ever growing pollution problem.,fight urbanization
the blockade is against international law because it represents a collective punishment of the entire population of the gaza strip,blockade of the gaza strip
the organ trade should be legalised so that organ transplants are much more available where needed and the industry can be monitored and standardized safely.,organ trade
"journalism needs subsidization, because it is an integral part of a free society and we should make sure it survives.",journalism
we should ban child actors because it is disruptive to their education and fame at an early age is harmful.,the use of child actors
there are many people that use cannabis to help them get through illnesses. legalizing it would take extra worry off their shoulders.,cannabis
"don't ban it, regulate it so that it is safer for those that enter into those agreements",surrogacy
entrapment is an important tool to catch criminals and keep our country safe.,entrapment
"by adopting such practice we can get rid of all the burdens associate with marriage like financial, legal and social obligations.",marriage
many people who take in foster children are in it for the money and do not treat the children well,foster care
Whaling is a cultural practice for several groups and we should control these practices instead of banning them outright.,whaling
"we should ban this unnecessary and unethical treatment of animals, it is cruel and there are viable, profitable alternatives",factory farming
fast food outlets cost health care systems billions in the treatment of heart disease caused by obesity problems exacerbated by the unhealthy food they peddle.,fast food
racial profiling makes police work easier.,racial profiling
factory farming is an efficient solution to food supply problems.,factory farming
austerity regime would hurt many people with the raising of taxes,austerity regime
compulsory voting would ensure greater political activism among the public,compulsory voting
guns and other weaponry are dangerous and need to be taken off the streets,the right to keep and bear arms
austerity regime should not be introduced as this will have a negative impact on services which vulnerable people rely on such as benefits.,austerity regime
"nobody should have to cast a vote if they don't want to, and compulsory voting can be very inconvenient for those who can't get to a polling place for whatever reason.",compulsory voting
intelligence tests are a quick and simple way which shows peoples aptitudes for certain tasks.,intelligence tests
homeschooling deprives the child of learning social behaviors and norms.,homeschooling
cannabis has been shown to be less harmful than alcohol so legalising it makes perfect sense.,cannabis
it is important for us to have nuclear weapons so we can adequately protect ourselves from our enemies.,the abolition of nuclear weapons
by targeting killing there is always innocent civilians victims as well and that should be abandoned and banned.,targeted killing
if organ trade were legalized it could lead to harvesting organs from living people against their will. it would also mean that the organs could possibly go to those who could pay the most money.,organ trade
School prayers should be prohibited as it indoctrinates people into a particular faith and excludes pupils of other faiths.,school prayer
telemarketing should not be banned as it allows businesses to reach a large target market in a cheap way.,telemarketing
it is right of everyone to choose which religion they wish to follow and what beliefs they decide to accept within that religion.,the church of scientology
whaling is an ancient tradition and should not be banned.,whaling
"austerity regime would crush the british economy, we need people to spend on british goods to help our industries survive the turmoil of brexit.",austerity regime
"foster care brings more harm than good for those who end up in the system with a foster family that doesn't really care about the child, just the paycheck. a child needs to be with loving family members.",foster care
prisoners that go to guantanamo bay detention camp are very dangerous people that need to be as far away from the general society as possible,guantanamo bay detention camp
"safe spaces can be misused to foster extremist views, and hinder the process of cultural integration by imposing boundaries and encouraging enclaves.",safe spaces
"the blockade makes it harder for the people in that area to make money, and their economy is on the verge of collapse according to world bank.",blockade of the gaza strip
marriage is an outdated institution which serves no practical purpose in the current age.,marriage
"algorithmic trading has been responsible for some wild market fluctuations, damaging the confidence of investors.",algorithmic trading
"if we do not have three-strikes laws, career criminals will keep slipping through the cracks making our world more dangerous.",the three-strikes laws
"people should be able to find a defender that they trust, not just be set up with one arbitrarily through the court.",the use of public defenders
sex selection leads to imbalanced populations that are unsustainable which could lead to the downfall of all humanity,sex selection
"journalism, whilst essential to a free and open society, is a private business and thus has no place being subsidized by public funds.",journalism
we should ban human cloning because we don't know the effects or consequences of it yet.,human cloning
the three strikes law is important because it could act as a deterrent to a criminal with prior convictions.,the three-strikes laws
"safe spaces encourage the formation of insular groups, and harm efforts to improve social and cultural integration.",safe spaces
the choice between what two consenting adults do is not up to the government,prostitution
legalized polygamy is the most natural advance for the fundamental right to marry the right of consenting adults to engage in whatever sexual and romantic relationships they choose,polygamy
whaling upsets the ecological balance of the seas and should be banned worldwide.,whaling
atheism would encourage us to focus on the time we have on earth rather than waiting for some eternal reward.,atheism
"Crimes that get the death penalty are rarely premeditated, which means capital punishment doesn't function as a deterant.",capital punishment
a zero-tolerance policy is a way to keep kids safe,zero-tolerance policy in schools
entrapment is sometimes a necessary tool to get the needed proof of criminal activity.,entrapment
whaling is inhumane and should be banned. there is no reason to kill whales when there are other resources that could be used in place of the whales. they are important sea animals that need to be protected.,whaling
we should stop the development of autonomous cars because they will never be completely safe since the computer software running the cars will never be developed enough to be relied upon.,the development of autonomous cars
missionary work exploits poor people fears to dominate them and take their land,missionary work
"In a multicultural society with so many different religious beliefs it's impossible to have school prayer without causing offence to others, it's much better and easier to just prohibit it.",school prayer
missionary work brings aid to those in dire circumstances while introducing faith into the lives of those that will benefit from the introductory by missionaries.,missionary work
"the use of public defenders should be mandatory because not everyone has the money to hire the best legal team to defend them, causing a discrepancy in the justice system.",the use of public defenders
"if someone wants to die they shouldn’t have to stay alive, so helping them to die is the beat thing to do. that shouldn’t be a criminal offence.",assisted suicide
"legalizing the organ trade would enable better regulation and stop deaths occuring due to botched, underground operations.",organ trade
we should ban human cloning because it is not fair to the clone who is a living being but has no parents or friends and is essentially a lab experiment,human cloning
pride parades allow the gay community to come together and celebrate their uniqueness and should be allowed to continue,cancel pride parades
"the presence of nuclear weapons has kept a relative peace, globally, since the second world war; they are an effective deterent system, and have saved vast numbers of lives.",the abolition of nuclear weapons
"as the global population continues to grow, urbanization is required to ensure that there are enough houses and employment opportunities for society to function.",fight urbanization
Nuclear Weapons are a good defense and allows a nation to protect themselves,the abolition of nuclear weapons
"if someone has an illness and is in constant pain, helping them end their misery is the humane thing to do and should be understood.",assisted suicide
we shouldn't ban targeted killing as it could help eradicate those responsible for terrorist attacks,targeted killing
whaling is inhumane and unnecessary and killing the whale population.,whaling
this practice can be uncomfortable for kids not practicing any religion.,school prayer
without intellection property rights there is no incentive to research and develop new products,intellectual property rights
social media allows people to connect. families can stay in touch across the globe. you can have contact in a way that would not be possible with traditional communications.,social media
the poorest citizens of countries targeted by economic sanctions suffer the most.,the use of economic sanctions
homeopathy is scientifically unproven and thus constitutes a health risk.,homeopathy
cannabis is not addictive and has been shown to help with some illnesses and appears to be contributing to a decline in opioid abuse in areas where it is legal.,cannabis
we should prohibit school prayer because it isn't fair to force atheists or agnostics to listen to prayers that they don't agree with,school prayer
"social media allows people to bully others, usually behind a veil of anonymity.",social media
freedom of religion should apply even if we dont agree with the religion in place.,the church of scientology
payday loans should not be banned because they provide a vital lifeline to those who needs a short term loan for one-off problems such as car repairs to enable them to get to work.,payday loans
payday loans take advantage of the poor while charging insane interest rates.,payday loans
"compulsory voting is not a democratic choice, for people should always be allowed to express their dissent by abstaining from voting .",compulsory voting
"naturopathy is just a con, charging people a lot of money for so-called naturopathic medicines that have no proven benefits.",naturopathy
these cars will be far safer in the future than cars with human drivers.,the development of autonomous cars
"marriage is an outdated concept that does more harm than good. most relationships don't work out forever, and making a person tied to another legally and financially forever is not fair.",marriage
uniforms remove some types of peer pressure surrounding students' appearance.,the use of school uniform
animals belong in their own environment and not put behind bars and fake environments for our own pleasure and viewing and the concept of zoos should be abolished.,zoos
we should ban telemarketing because it disturbs people's peace when they do not want it.,telemarketing
safe spaces allow people to come together and support one another and they should be allowed.,safe spaces
"a multi-party system allows for more ideas, more candidates, more voters turning out.",multi-party system
the three-strikes law does not work as an effective deterrent of major crimes.,the three-strikes laws
"Instead of banning payday loans, we should require them to assess the ability of individuals to repay, which would avoid the overarching problem of these loans creating cycles of debt.",payday loans
there is no need to prohibit women from combat as long as there are conditions for fitness in place. any individual who meets the necessary fitness levels will be able to be of use in combat.,women in combat
algorithmic trading gives an unfair advantage to traders who can afford the best computers and internet connections -- i.e. those who are already rich.,algorithmic trading
people should have the right to protect themselves and to be able to hunt,the right to keep and bear arms
the church of scientology shouldn’t be banned because people have the right to believe whatever they want.,the church of scientology
executive compensation is too high and the people who do the actual physical work aren't paid enough. some of this money should be paid out to the employees.,executive compensation
"we should abolish zoos because animals don't deserve to be segregated unnecessarily, they should roam free just like anyone else",zoos
cannabis is healthier than other legal drugs like alcohol,cannabis
"whaling should be banned as a matter of urgency. cruelty to such majestic, large animals is inhumane and unnecessary.",whaling
if wikipedia was subsidised then more quality content could be included and it would be better for the users.,wikipedia
"foster care provides a stable, loving home to kids that otherwise would be in orphanages.",foster care
wikipedia provides a wealth of information to schools to aid with the teaching of students so we should subsidize it.,wikipedia
we should abolish the three-strikes laws because this causes inconsistencies in sentences and assumes that the prior convictions were rightfully handed down.,the three-strikes laws
telemarketing is an intrusive form of marketing that interrupts work and family time,telemarketing
"payday loans are a blight on society, merely existing to make the poor and vulnerable even more poor. we must put an end to them!",payday loans
"atheism would be good for our country, less conflicts",atheism
it's freedom of expression for those who want to take a stand.,flag burning
payday loans are predatory and further destroy the economic health of already vulnerable people with little options. people end up worse off due to sky high interests rates.,payday loans
we should subsidize student loands so the students don't have to start their college years in debt,student loans
it is the most efficient way to produce food,factory farming
children in foster care never feel as though they are a part of the family.,foster care
we should abandon the use of school uniform because children should be able to have some freedom to pick what they want to wear to school,the use of school uniform
missionary work is important because it gives aid to third-world and poor people that might otherwise be ignored by society.,missionary work
Prostitution is an important way of personal financial empowerment that individuals should have access to.,prostitution
Three strikes laws are a deterrent for repeat offenders because they don't want to spend their life in prison.,the three-strikes laws
the olympic games create a tourism boom for the host city which injects a lot of cash which can be used to better locals so it shouldn’t be abolished.,the olympic games
"wikipedia is still a private website, so giving a site money to keep it running is unethical. why not subsidize any other site then?",wikipedia
surrogacy should not be banned because a woman should be able to do whatever she wants to with her body. surrogacy gives hope to a couple who cannot carry their own baby.,surrogacy
"we should not abolish the olympic games because bring together athletes from many different nations helps create a wonderful, civilized world.",the olympic games
factory farming is a way of producing cheap meat. without it poorer people may not be able to afford it and may become malnourished.,factory farming
we should cancel pride parades. they no longer serve a purpose as gay people now have equal rights and are accepted in society. there is no need to be loud and proud anymore.,cancel pride parades
"as long as the child really wants to do it and is being properly supervised, they should be allowed to act.",the use of child actors
"we should prohibit school prayer because some people don't believe in god, therefore, they should not be forced to pray",school prayer
"Payday loans create cycles of debt in which people constantly need new payday loans to pay off their previous ones, meaning that they can never escape their poverty and accumulating interest payments.",payday loans
Zoos also provide a safe haven from killing and hunting animals and is a learning facility,zoos
payday loans are not controlled and the fees are exorbitantly high,payday loans
assisted suicide should not be a criminal offense as everyone should have the right to end their life peacefully once they are to a point of not being able to get better.,assisted suicide
"Safe spaces should be abolished because it just means that people can get out of work, classes, etc if they feel unsafe..",safe spaces
"the olympic games work as an investment for the cities where they are made, leaving good dividends for the city and the shops, creating a better quality of life",the olympic games
a criminal will think twice about committing a crime knowing that the next crime he commits might mean life imprisonment.,the three-strikes laws
the three-strikes law has been extremely effective in reducing crime in states that have adopted the measure.,the three-strikes laws
"homeschooling has a curriculum that is developed largely resembling that of a normal school's curriculum, and sometimes, students learn better in a more intimate setting.",homeschooling
the high interest rates charged by payday loan companies cause people to get into a spiral of debt from which they cannot escape,payday loans
homeschooling should not be banned since this allows learning to be specifically tailored to the individual child and produces the optimal learning environment.,homeschooling
factory farming is notorious for animal abuse and should be stopped.,factory farming
"a judge is suppose to uphold the rule of law, not alter it with their own opinions/views/beliefs.",judicial activism
we should abolish the olympic games because they cause too much crime and extra burden on police in the cities that host them.,the olympic games
"Subsidizing journalism increases competition, which allows for more innovation and diversity of choices.",journalism
multi party systems help all viewpoints get representation in a democracy,multi-party system
zero tolerance policies in schools make them a safer and more disciplined place because disruptive students are removed,zero-tolerance policy in schools
"missionary work is dangerous, often occurring in war torn areas. missionaries are often young adults without world experience who are unaware of how to defend themselves in unknown lands.",missionary work
we should subsidize student loans so that more people have an opportunity to get a good education and better careers. this in turn will benefit the economy and all of society.,student loans
Naturopathy often succeeds in treating chronic conditions that don't respond to conventional medicine.,naturopathy
Legalizing prostitution - and thus regulating it - would reduce the harms that accompany it.,prostitution
"zoos enable people to study the behaviour of animals, see them at close quarters as sentient beings, and this all indirectly improves attitudes towards animal welfare in all walks of life.",zoos
polygamy is a choice and the government has no right to intervene or tell people how to live their lives. polygamy isn't hurting anyone.,polygamy
"We should subsidize journalism because currently long form, investigative journalism is going away, which threatens the in-depth analysis voters need to understand complex issues.",journalism
economic sanctions only hurt the poor and do not hurt the corrupt people in charge.,the use of economic sanctions
"the three strikes law is an old concept. it doesn't really prevent people from committing violence, especially because many acts of violence are not premeditated.",the three-strikes laws
"collectivism means that groups of people promote positive values, care for individuals and ensure that everyone is valued and respected.",collectivism
embryonic stem cell research has the potential create new treatments for many diseases,embryonic stem cell research
"nature provides habitat to hundreds of native species. if urbanization continues, they will be at risk of extinction and once the damage has been done, it cannot be reversed.",fight urbanization
Capital punishment wrongly gives governments the power to take human life.,capital punishment
the blockade of the gaza strip should be ended as it has caused unnecessary suffering to those who live there.,blockade of the gaza strip
libertarianism allows people maximum freedom without government intervention.,libertarianism
foster care gives children the chance to experience the warmth and care of a loving family,foster care
pride parades are important because they are another way for a city to promote inclusivity.,cancel pride parades
"it is better to never be born than to be born to parents who do not want you, therefore, we should legalize sex selection.",sex selection
"the freedom of choice should be protected, legalizing prostitution is a way of empowering woman to choose what to do with their body and respecting their freedom to do so.",prostitution
factory farming puts animals in conditions which are detrimental to their health. they would be healthier with more space and more care.,factory farming
Payday loans are helpful to get past a sudden financial situation that happens before you get paid for the week.,payday loans
we need to support price parades because everyone has the right to celebrate their cultures and diversities.,cancel pride parades
everyone deserves a chance of a good education even if they can not afford the schooling.,student loans
"there are many arguments, including it will save money as enforcement of current laws costs an estimated $8 billion a year in the u.s. alone and will cut down on a lot of crime",cannabis
We should not abolish the right to keep and bear arms as we have a right to defend ourselves given by the constitution.,the right to keep and bear arms
homeschooling helps those who do not thrive in a school environment,homeschooling
people who grew up in foster homes have a high rate of incarceration,foster care
"targeted killing allows for elimination of a severe and dangerous threat to a country, with minimal collateral damage and should be continued",targeted killing
mandatory retirement discriminates against older people by assuming they have nothing to offer anymore because of their age,retirement
Coalitions allow for more compromise and discourse and are only possible in a multiparty system.,multi-party system
"cannabis is not a dangerous drug such as meth and should be legalized for all the country to enjoy, like alochol.",cannabis
we should not abolish the right to keep and bear arms as everyone has a right to keep guns as a mean of protection as stated in the constitution.,the right to keep and bear arms
natural medicine is safer and is proven to work as well as traditional medicine.,homeopathy
economic sanctions are a viable and peaceful alternative to war,the use of economic sanctions
making a child work as an actor deprives them of childhood experiences and interactions.,the use of child actors
"maximizing freedom is the most legitimate form of society, this is only truly achieved with libertarianism",libertarianism
the olympics are a positive athletic contest which builds pride in a country and promotes cooperation among all participating countries. they are a goodwill ambassador for the world and should remain.,the olympic games
"many people will lose jobs and benefits under austerity, leading to a low quality of life.",austerity regime
foster care can help people who otherwise wouldn't have a home so it is important.,foster care
"a zero-tolerance policy in schools should be adopted to send a strong signal to students that any and more importantly, all, violations will be addressed and dealt with.",zero-tolerance policy in schools
human cloning not only can aid in securing the longevity of a familial line but aid in research to target diseases that can find a cure.,human cloning
intelligence tests cause students to feel inadequate and pressured.,intelligence tests
embryonic stem cell research may be the key to curing many diseases and should be encouraged and explored.,embryonic stem cell research
urbanization is a necessary part of economic expansion and improvement.,fight urbanization
"nuclear weapons are too dangerous and the issues from their deployment are catastrophic, therefore they should be abolished.",the abolition of nuclear weapons
autonomous cars could potentially make our roads a safer place for everyone.,the development of autonomous cars
pride parades are important to help to combat the excessive bullying prevalent in the lgbt community,cancel pride parades
There is a risk of terrorists getting a nuclear weapon and creating a dirty bomb capable of destroying cities with millions of citizens.,the abolition of nuclear weapons
celibacy in the church is an antiquated vow and should be abandoned. it brings harm in the form of unnatural acts against easy prey to satisfy sexual urges which are normal and are being treated as if a sin.,the vow of celibacy
"cannabis is seen as a gateway to other more harmful drugs and shown to have harmful effects to mental health and should, therefore, be banned.",cannabis
with so many people requiring organ transplants the only way to meet the demand is to legalize the organ trade and this would save lives.,organ trade
The Church of Scientology is a misleading institution. They use force and deceitful ideas to drag people on believing them just to make profits,the church of scientology
a multi-party system weakens speed of decision making and ensures no progress is made so we should not adopt it.,multi-party system
judicial activism provides an important means for reconsidering poorly constructed legislation,judicial activism
if the right to keep and bear arms was abolished people would be unable to protect themselves and their property.,the right to keep and bear arms
"it should not be a criminal offence because in the us there is the right to free speech, as horrible as it may be. being ignorant and hateful in speech only is not a crime.",holocaust denial
"gender-neutral language includes everybody, and removes sexist connotations from speech.",gender-neutral language
"We should not end affirmative action as it is still an unequal society in terms of opportunities, education and work and all people should be given opportunities.",affirmative action
affirmative action puts people in jobs that they are not qualified for instead of someone who is,affirmative action
animals in zoos are frequently teased and stressed by humans. these animals should be allowed to roam free in their natural habitats.,zoos
homeschooling should be banned because parents are often ill equipped to teach their children properly,homeschooling
compulsory voting is a violation of civil rights,compulsory voting
"sometimes politics becomes so corrupt and untenable, that the only way to make change in the country is through judicial activism.",judicial activism
"vocational education gives adults that can't afford to go to college, or can't learn in a typical college, a chance to learn skills for the betterment of himself and society.",vocational education
Racial profiling perpetuates discrimination against minority groups already the victims of historical injustices.,racial profiling
"When anyone, especially a child, is labeled with a number which is considered an accurate measure of his innate potential may suffer from the low expectations, lack of stimulation and damaged self-esteem",intelligence tests
nuclear weapons are unstable and could create chaos,the abolition of nuclear weapons
"the decision to have cosmetic surgery should be kept between the patient (the minor), his parents, and the doctor.",cosmetic surgery for minors
"Flags are strong symbology that get the point across more effectively then words, thus flag burning is a unique form of freedom of speech from letter writing or other forms of protest.",flag burning
public defenders are necessary to make sure everyone is represented,the use of public defenders
capital punishment is a deterrent for others to commit the same crimes.,capital punishment
urbanisation makes all amenities closer so it’s more convenient to everyone.,fight urbanization
"Many studies have pointed to the deleterious impact of foster care on children physical health, cognitive and academic functioning, and social-emotional wellbeing",foster care
space exploration is such a costly exercise that subsidising would put an enormous strain on any country's finances that can be ill afforded when there are so many more causes that need supporting on earth.,space exploration
"cannabis is highly addictive, studies show up to one-in10 users develop dependence over time",cannabis
"cosmetic surgery for minors should be banned. a young person may not understand what is best for them and may make bad, permanent decisions.",cosmetic surgery for minors
racial profiling should be illegal because it isn’t right to discriminate against someone because of their race.,racial profiling
we should not ban human cloning as we need to continue to work to the betterment of the health and welfare of the people.,human cloning
"we should not end mandatory retirement because people need to retire whether they realize it or not, it is not up to them, they of course have no free will.",retirement
we have freedom of speech in this country and to arrest people for a belief they have is going way too far. conspiracy theories have always been out there and you can't just throw people in jail for them.,holocaust denial
"Students are and will always be the backbone of the society. It's compulsory to support these growing students in becoming true, well educated citizens to support the economy.",student loans
burning the flag is a strong and valid way of making a statement against an oppressive regime that is non-violent,flag burning
homeopathy is not proven to work as effectively as modern medicine,homeopathy
school uniforms help everyone feel included and not judged on the clothes they wear,the use of school uniform
guantanamo bay has given the us governement unprecidented abuse of power in detaining and torturing captive prisoners. it is inhumane and not a signal of an enlightened society.,guantanamo bay detention camp
there are many environmental concerns to be considered when using nuclear weapons.,the abolition of nuclear weapons
intelligence test can cause certain students to be pigeon holed and cause them to have low opinions of themselves because they can not score as high as others.,intelligence tests
foster care can cause serious mental and emotional trauma for those in the system,foster care
human cloning is a dangerous precedent that may eventually replace natural reproduction and lead to the downfall of society,human cloning
"Television is an outdated modality that lures people into inactive passivity, it is dangerous to well-being and should be banned",television
missionary work has been invaluable in helping vulnerable people. this has to be a good thing.,missionary work
naturopathy causes people to forgo medical treatment that could save their life.,naturopathy
"if the kkk can march, then anyone can march, pride parades hurt no one.",cancel pride parades
if no country had nuclear weapons the world would be a safer place.,the abolition of nuclear weapons
childhood is an important phase of personal development. the stress and fame of being an actor at such a young age has been shown several times to lead to problematic adults.,the use of child actors
"algorithmic trading allows for more timely, accurate, and efficient trading.",algorithmic trading
Naturopathy is a false science. Treatments are not based on knowledge but only superstitions. This kind of science could really harm person getting this kind of treatment,naturopathy
we shouldn't legalize prostitution because it may cause higher percentage of drug rates and crimes along with prostitution rates,prostitution
we should ban targeted killing as it is immoral and sometimes innocent people are killed,targeted killing
plastic surgery can cause many complications and infections and does not address the underlying self esteem issues of the patient,cosmetic surgery
the supreme court has ruled that it is a form of free speech & should not be banned,flag burning
minors haven't stopped growing and don't realise the full implications of cosmetic surgery. they don't have full mental capacity to make important choices.,cosmetic surgery for minors
"school uniforms are unflattering, uncomfortable, and expensive.",the use of school uniform
whaling endangers various species of whales and could upset the balance of the ecosystem if it is allowed to continue.,whaling
Journalism would not remain independent if it received subsidies from the government.,journalism
embryonic stem cell research helps save and improve lives.,embryonic stem cell research
"missionary work does good in poorer, third-world countries that are often forgotten and neglected.",missionary work
"they recruit public figures and celebrities in order to help lure in the masses, yet they are simply a toxic money-hungry cult.",the church of scientology
"While the foster system is imperfect, it provides more good than harm because many children need a place to live in between permanent living situations, and would otherwise have to remain in their current unsafe homes.",foster care
cosmetic surgery is unnecessary and does not provide health benefits,cosmetic surgery
"since it's been discovered that you can derive stem cells from adults and other means, morally questionable embryonic stem cell research is unnecessary.",embryonic stem cell research
a multi-party system would be beneficial as more than one political view in government would ensure a fairer outcome.,multi-party system
we need economic sanctions to be available as a tool to keep other countries from taking advantage of us.,the use of economic sanctions
we should not subsidize space exploration because we should concentrate on fixing earth first,space exploration
supporting vocational education helps society as a whole when we have plenty of people qualified to do the work that supports our daily lives.,vocational education
"maintaining intellectual property rights for all is too expensive, and maintaining these rights might restrict innovation in certain sectors.",intellectual property rights
gender-neutral language eliminates gender discrimination and does not distinguish nor give priority of one gender over the other.,gender-neutral language
"the church has engaged in harassment against detractors and former members and promotes dangerous ideas about mental health, homosexuality and child-rearing",the church of scientology
economic sanctions are an excellent alternative to violence in terms of denouncing policy.,the use of economic sanctions
"naturopathic remedies do nothing for the patient and in fact, stop that individual from seeking legitimate medical remedies.",naturopathy
"zoos allow people to learn about animals, which results in increased conservation efforts",zoos
